relseconds,w,x,y,z
35.187,-0.9888284206390381,-0.03880421444773674,0.007926380261778831,-0.14370030164718628
35.489,-0.9887527227401733,-0.04026906192302704,0.006683566141873598,-0.14388108253479004
35.797,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
36.099,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
36.4,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
36.701,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
37.002,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
37.303,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
37.604,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
37.911,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
38.213,-0.9887343049049377,-0.039104536175727844,0.007770217955112457,-0.1442738026380539
38.514,-0.9883142709732056,-0.03967757523059845,0.006453830748796463,-0.1470339596271515
38.825,-0.9882028698921204,-0.03977206349372864,0.007530405651777983,-0.14770445227622986
39.135,-0.9882028698921204,-0.03977206349372864,0.007530405651777983,-0.14770445227622986
39.445,-0.9882028698921204,-0.03977206349372864,0.007530405651777983,-0.14770445227622986
39.755,-0.9882028698921204,-0.03977206349372864,0.007530405651777983,-0.14770445227622986
40.063,-0.9882028698921204,-0.03977206349372864,0.007530405651777983,-0.14770445227622986
40.364,-0.9882028698921204,-0.03977206349372864,0.007530405651777983,-0.14770445227622986
40.665,-0.9878489375114441,-0.03982366621494293,0.006457505282014608,-0.15008942782878876
40.967,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
41.269,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
41.57,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
41.871,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
42.178,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
42.48,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
42.781,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
43.082,-0.9878059029579163,-0.03890805318951607,0.006293553858995438,-0.15061897039413452
43.415,-0.9872392416000366,-0.03935907781124115,0.005937298759818077,-0.15418896079063416
43.691,-0.9871476292610168,-0.03905970975756645,0.006760874297469854,-0.15481676161289215
43.993,-0.987136721611023,-0.038298752158880234,0.006212044972926378,-0.15509916841983795
44.301,-0.9870463013648987,-0.03967199847102165,0.0072342283092439175,-0.15528497099876404
44.603,-0.9870463013648987,-0.03967199847102165,0.0072342283092439175,-0.15528497099876404
44.904,-0.9869509339332581,-0.03891511261463165,0.00720610748976469,-0.15608181059360504
45.206,-0.9868369698524475,-0.03975341096520424,0.006589942611753941,-0.15661734342575073
45.508,-0.9867768287658691,-0.03946822136640549,0.0072499606758356094,-0.15703865885734558
45.81,-0.9867182970046997,-0.03931665048003197,0.006216945592314005,-0.15748834609985352
46.112,-0.9867150783538818,-0.0386292040348053,0.00717068649828434,-0.15763789415359497
46.42,-0.9867150783538818,-0.0386292040348053,0.00717068649828434,-0.15763789415359497
46.721,-0.9867150783538818,-0.0386292040348053,0.00717068649828434,-0.15763789415359497
47.022,-0.9867150783538818,-0.0386292040348053,0.00717068649828434,-0.15763789415359497
47.323,-0.9867150783538818,-0.0386292040348053,0.00717068649828434,-0.15763789415359497
47.624,-0.9867150783538818,-0.0386292040348053,0.00717068649828434,-0.15763789415359497
47.925,-0.9867150783538818,-0.0386292040348053,0.00717068649828434,-0.15763789415359497
48.226,-0.9861459732055664,-0.03945199027657509,0.006966151297092438,-0.16096943616867065
48.534,-0.9860904216766357,-0.039981599897146225,0.005808871239423752,-0.16122466325759888
48.844,-0.9860904216766357,-0.039981599897146225,0.005808871239423752,-0.16122466325759888
49.154,-0.9860904216766357,-0.039981599897146225,0.005808871239423752,-0.16122466325759888
49.464,-0.9860904216766357,-0.039981599897146225,0.005808871239423752,-0.16122466325759888
49.774,-0.9860904216766357,-0.039981599897146225,0.005808871239423752,-0.16122466325759888
50.075,-0.9860904216766357,-0.039981599897146225,0.005808871239423752,-0.16122466325759888
50.376,-0.9860904216766357,-0.039981599897146225,0.005808871239423752,-0.16122466325759888
50.706,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
51.008,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
51.309,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
51.61,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
51.911,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
52.212,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
52.513,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
52.82,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
53.122,-0.9858283996582031,-0.03908759728074074,0.007199349347501993,-0.16298049688339233
53.423,-0.9851444363594055,-0.03978895768523216,0.0053936573676764965,-0.16696760058403015
53.725,-0.9850742220878601,-0.03912248834967613,0.006980069912970066,-0.1674797534942627
54.027,-0.9849754571914673,-0.040089644491672516,0.005166713614016771,-0.16789719462394714
54.329,-0.9849365949630737,-0.03902643173933029,0.006761543918401003,-0.16831868886947632
54.631,-0.9848602414131165,-0.039251115173101425,0.005947588011622429,-0.1687430888414383
54.958,-0.9847984313964844,-0.039408013224601746,0.006122590973973274,-0.16906067728996277
55.26,-0.9847984313964844,-0.039408013224601746,0.006122590973973274,-0.16906067728996277
55.561,-0.9846091866493225,-0.03974192962050438,0.0054476396180689335,-0.1701047718524933
55.863,-0.9845278859138489,-0.03932208567857742,0.006570551078766584,-0.17063263058662415
56.165,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
56.467,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
56.768,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
57.075,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
57.377,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
57.678,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
57.979,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
58.28,-0.9844435453414917,-0.039851609617471695,0.005426364950835705,-0.17103610932826996
58.581,-0.9839226007461548,-0.03909390792250633,0.006798156537115574,-0.17413145303726196
58.892,-0.9839226007461548,-0.03909390792250633,0.006798156537115574,-0.17413145303726196
59.315,-0.9839226007461548,-0.03909390792250633,0.006798156537115574,-0.17413145303726196
59.626,-0.9839226007461548,-0.03909390792250633,0.006798156537115574,-0.17413145303726196
59.927,-0.9839226007461548,-0.03909390792250633,0.006798156537115574,-0.17413145303726196
60.228,-0.9833781123161316,-0.039322663098573685,0.00679770577698946,-0.17712998390197754
60.53,-0.9833170771598816,-0.03959877789020538,0.004534388426691294,-0.17747926712036133
60.857,-0.9832184910774231,-0.03868697211146355,0.007489123847335577,-0.1781253218650818
61.132,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
61.441,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
61.742,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
62.043,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
62.344,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
62.645,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
62.946,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
63.247,-0.9830836653709412,-0.03911972790956497,0.007107375655323267,-0.17878949642181396
63.554,-0.9823063611984253,-0.039275478571653366,0.005268673878163099,-0.18304067850112915
63.856,-0.9823063611984253,-0.039275478571653366,0.005268673878163099,-0.18304067850112915
64.157,-0.982097864151001,-0.03971797600388527,0.005693607963621616,-0.18404839932918549
64.459,-0.9820899367332458,-0.039310522377491,0.004845988471060991,-0.18420249223709106
64.761,-0.9819736480712891,-0.039279524236917496,0.0055745136924088,-0.18480737507343292
65.063,-0.9818745851516724,-0.04011813923716545,0.005480124615132809,-0.18515616655349731
65.384,-0.981774091720581,-0.039773885160684586,0.005591930355876684,-0.1857590675354004
65.666,-0.9816537499427795,-0.039523836225271225,0.005550938192754984,-0.1864483803510666
65.968,-0.9816537499427795,-0.039523836225271225,0.005550938192754984,-0.1864483803510666
66.269,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
66.571,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
66.872,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
67.173,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
67.474,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
67.781,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
68.083,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
68.384,-0.9815897941589355,-0.03907300904393196,0.005492610391229391,-0.1868813931941986
68.685,-0.981019914150238,-0.03922181576490402,0.005081386771053076,-0.18983088433742523
68.996,-0.9809101223945618,-0.03949476033449173,0.004908583126962185,-0.19034545123577118
69.306,-0.9809101223945618,-0.03949476033449173,0.004908583126962185,-0.19034545123577118
69.616,-0.9809101223945618,-0.03949476033449173,0.004908583126962185,-0.19034545123577118
70.039,-0.9809101223945618,-0.03949476033449173,0.004908583126962185,-0.19034545123577118
70.34,-0.9809101223945618,-0.03949476033449173,0.004908583126962185,-0.19034545123577118
70.641,-0.9803432822227478,-0.03974626958370209,0.004728267900645733,-0.19319649040699005
70.943,-0.9802826642990112,-0.03997977823019028,0.00559754716232419,-0.1934325397014618
71.245,-0.9802256226539612,-0.03998325392603874,0.005129103548824787,-0.19373373687267303
71.547,-0.9801918268203735,-0.03905190899968147,0.005554164294153452,-0.19408276677131653
71.849,-0.9801918268203735,-0.03905190899968147,0.005554164294153452,-0.19408276677131653
72.156,-0.9801918268203735,-0.03905190899968147,0.005554164294153452,-0.19408276677131653
72.458,-0.9801918268203735,-0.03905190899968147,0.005554164294153452,-0.19408276677131653
72.759,-0.9801918268203735,-0.03905190899968147,0.005554164294153452,-0.19408276677131653
73.06,-0.9801918268203735,-0.03905190899968147,0.005554164294153452,-0.19408276677131653
73.361,-0.9801918268203735,-0.03905190899968147,0.005554164294153452,-0.19408276677131653
73.662,-0.9794371128082275,-0.03946591541171074,0.004988611210137606,-0.19778887927532196
73.964,-0.9794484972953796,-0.03964895382523537,0.004690045025199652,-0.19770336151123047
74.272,-0.9793123602867126,-0.039549291133880615,0.0057905288413167,-0.19836735725402832
74.574,-0.9793123602867126,-0.039549291133880615,0.0057905288413167,-0.19836735725402832
74.875,-0.9791688323020935,-0.03983273729681969,0.005302208475768566,-0.19903181493282318
75.177,-0.9791023135185242,-0.03983162343502045,0.005258232355117798,-0.1993599832057953
75.479,-0.9789940714836121,-0.03936025872826576,0.004535422194749117,-0.20000210404396057
75.781,-0.978969395160675,-0.03917275741696358,0.005350177176296711,-0.2001393437385559
76.083,-0.978969395160675,-0.03917275741696358,0.005350177176296711,-0.2001393437385559
76.39,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
76.692,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
76.993,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
77.294,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
77.595,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
77.896,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
78.197,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
78.505,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
78.806,-0.9786158204078674,-0.039777722209692,0.003474298631772399,-0.2017838954925537
79.116,-0.978067934513092,-0.039839018136262894,0.005557419266551733,-0.20436514914035797
79.426,-0.978067934513092,-0.039839018136262894,0.005557419266551733,-0.20436514914035797
79.736,-0.978067934513092,-0.039839018136262894,0.005557419266551733,-0.20436514914035797
80.046,-0.978067934513092,-0.039839018136262894,0.005557419266551733,-0.20436514914035797
80.347,-0.978067934513092,-0.039839018136262894,0.005557419266551733,-0.20436514914035797
80.655,-0.9776425361633301,-0.03938622400164604,0.005382681265473366,-0.2064819186925888
80.956,-0.9776425361633301,-0.03938622400164604,0.005382681265473366,-0.2064819186925888
81.257,-0.9775027632713318,-0.03911912441253662,0.00511900382116437,-0.20719997584819794
81.559,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
81.861,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
82.162,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
82.463,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
82.77,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
83.071,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
83.372,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
83.673,-0.9773368239402771,-0.03994692489504814,0.003878721036016941,-0.20785069465637207
83.974,-0.9765325784683228,-0.039466891437768936,0.0055967094376683235,-0.21164879202842712
84.276,-0.9765118956565857,-0.040227897465229034,0.003744082525372505,-0.2116418182849884
84.597,-0.976403534412384,-0.03905842453241348,0.0051618460565805435,-0.21232964098453522
84.879,-0.97624671459198,-0.03948957473039627,0.006051185540854931,-0.2129468321800232
85.181,-0.97624671459198,-0.03948957473039627,0.006051185540854931,-0.2129468321800232
85.482,-0.9760735034942627,-0.038884237408638,0.005905590020120144,-0.2138543277978897
85.784,-0.9759713411331177,-0.03996928036212921,0.0035806377418339252,-0.21417197585105896
86.086,-0.9758856296539307,-0.03945890814065933,0.005193007178604603,-0.21462363004684448
86.388,-0.9758347868919373,-0.03972816467285156,0.0031558547634631395,-0.21484462916851044
86.69,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
86.998,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
87.3,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
87.601,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
87.902,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
88.203,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
88.504,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
88.805,-0.9756730794906616,-0.03948391228914261,0.0051171076484024525,-0.21558503806591034
89.247,-0.9748036861419678,-0.03994731605052948,0.0036542238667607307,-0.21942806243896484
89.557,-0.9748036861419678,-0.03994731605052948,0.0036542238667607307,-0.21942806243896484
89.867,-0.9748036861419678,-0.03994731605052948,0.0036542238667607307,-0.21942806243896484
90.168,-0.9748036861419678,-0.03994731605052948,0.0036542238667607307,-0.21942806243896484
90.469,-0.9748036861419678,-0.03994731605052948,0.0036542238667607307,-0.21942806243896484
90.779,-0.9743149876594543,-0.039513345807790756,0.004243339877575636,-0.2216552197933197
91.054,-0.9741896390914917,-0.039548296481370926,0.003652497660368681,-0.22220975160598755
91.363,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
91.664,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
91.965,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
92.266,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
92.567,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
92.868,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
93.169,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
93.476,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
93.778,-0.9740291833877563,-0.03958701714873314,0.004820587113499641,-0.2228829711675644
94.079,-0.97330641746521,-0.03995531424880028,0.0035990136675536633,-0.2259761393070221
94.381,-0.97330641746521,-0.03995531424880028,0.0035990136675536633,-0.2259761393070221
94.682,-0.9731916785240173,-0.040079034864902496,0.0044901310466229916,-0.2264319211244583
94.984,-0.973098874092102,-0.03992320969700813,0.0034232924226671457,-0.22687651216983795
95.306,-0.9730784893035889,-0.03941512480378151,0.0038791473489254713,-0.22704549133777618
95.589,-0.9727904796600342,-0.039867956191301346,0.0038786556106060743,-0.22819776833057404
95.89,-0.9727904796600342,-0.039867956191301346,0.0038786556106060743,-0.22819776833057404
96.191,-0.9726312160491943,-0.039617180824279785,0.003724641166627407,-0.22892165184020996
96.493,-0.9725459814071655,-0.04002131149172783,0.0036478748079389334,-0.22921444475650787
96.795,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
97.097,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
97.398,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
97.706,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
98.007,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
98.308,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
98.609,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
98.91,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
99.22,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
99.53,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
99.953,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
100.254,-0.9725145101547241,-0.03975474461913109,0.004281426779925823,-0.22938348352909088
100.555,0.6303322315216064,0.013738565146923065,-0.008596195839345455,0.7761563062667847
100.857,0.050958722829818726,0.00819296482950449,0.013580595143139362,0.9985747933387756
101.158,-0.42559370398521423,0.11897455155849457,0.2793559432029724,0.8524525165557861
101.489,-0.5704953670501709,0.4168558716773987,0.5876252055168152,0.3942877948284149
101.764,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
102.072,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
102.373,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
102.674,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
102.975,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
103.276,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
103.577,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
103.878,0.06177994981408119,0.9692549705505371,-0.1987808793783188,-0.13120286166667938
104.186,0.06166688725352287,0.388775497674942,-0.9165814518928528,-0.07020864635705948
104.487,0.06166688725352287,0.388775497674942,-0.9165814518928528,-0.07020864635705948
104.788,-0.08665261417627335,-0.9859218001365662,-0.13568709790706635,-0.045150402933359146
105.09,-0.08700183033943176,-0.7475379109382629,0.6560680866241455,0.056501682847738266
105.392,-0.01625916175544262,0.10160281509160995,0.9893848896026611,0.10261628776788712
105.694,0.0801357552409172,0.8673891425132751,0.48732495307922363,0.0610632598400116
106.018,0.11337543278932571,0.8979135751724243,-0.42386460304260254,-0.035157252103090286
106.3,-0.07499870657920837,-0.6396165490150452,-0.7612326145172119,-0.07609755545854568
106.602,-0.07499870657920837,-0.6396165490150452,-0.7612326145172119,-0.07609755545854568
106.903,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
107.205,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
107.506,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
107.807,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
108.108,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
108.415,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
108.717,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
109.018,-0.010078477673232555,-0.4982356131076813,0.8621591329574585,0.09133116900920868
109.328,0.09877333790063858,0.8441088199615479,0.5208344459533691,-0.08034676313400269
109.638,0.09877333790063858,0.8441088199615479,0.5208344459533691,-0.08034676313400269
109.948,0.09877333790063858,0.8441088199615479,0.5208344459533691,-0.08034676313400269
110.258,0.09877333790063858,0.8441088199615479,0.5208344459533691,-0.08034676313400269
110.565,0.09877333790063858,0.8441088199615479,0.5208344459533691,-0.08034676313400269
110.867,0.09877333790063858,0.8441088199615479,0.5208344459533691,-0.08034676313400269
111.168,0.084661565721035,0.6536880731582642,0.7461134195327759,-0.09401651471853256
111.47,-0.014095964841544628,0.9889054894447327,0.10061267763376236,-0.10837100446224213
111.772,-0.12592700123786926,0.7508264780044556,-0.6455562710762024,-0.060489993542432785
112.074,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
112.376,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
112.683,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
112.984,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
113.285,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
113.586,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
113.887,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
114.188,-0.16478976607322693,0.059843238443136215,-0.9829859137535095,0.054788656532764435
114.522,-0.12049364298582077,0.2166311889886856,-0.9665297269821167,0.06612444669008255
114.804,0.015612341463565826,-0.853822648525238,-0.5058397650718689,0.12193962186574936
115.105,0.015612341463565826,-0.853822648525238,-0.5058397650718689,0.12193962186574936
115.406,0.1039947047829628,-0.7848698496818542,0.610609233379364,0.017909038811922073
115.708,0.11201658844947815,-0.2941850423812866,0.9480450749397278,-0.04602173715829849
116.01,0.06332310289144516,0.28731459379196167,0.9530231356620789,-0.0720236599445343
116.312,0.025453509762883186,0.7650821805000305,0.6399756669998169,-0.0665770173072815
116.614,-0.005307601764798164,0.9810931086540222,0.18090379238128662,-0.0685705691576004
116.922,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
117.224,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
117.525,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
117.826,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
118.127,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
118.428,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
118.729,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
119.036,-0.037552058696746826,0.9287216663360596,-0.3649595379829407,-0.05357704684138298
119.347,0.11869100481271744,0.1601509153842926,0.974348783493042,0.10444426536560059
119.657,0.11869100481271744,0.1601509153842926,0.974348783493042,0.10444426536560059
119.967,0.11869100481271744,0.1601509153842926,0.974348783493042,0.10444426536560059
120.277,0.11869100481271744,0.1601509153842926,0.974348783493042,0.10444426536560059
120.578,0.11869100481271744,0.1601509153842926,0.974348783493042,0.10444426536560059
120.879,0.228038027882576,0.9391298294067383,-0.1977420598268509,-0.16410928964614868
121.187,0.13266737759113312,0.861449658870697,-0.41666945815086365,-0.2582448422908783
121.488,0.13266737759113312,0.861449658870697,-0.41666945815086365,-0.2582448422908783
121.807,-0.16215115785598755,0.6348365545272827,-0.7161712646484375,-0.24039193987846375
122.082,-0.29745548963546753,0.3085205852985382,-0.9034679532051086,-0.008998412638902664
122.384,-0.29745548963546753,0.3085205852985382,-0.9034679532051086,-0.008998412638902664
122.685,-0.29745548963546753,0.3085205852985382,-0.9034679532051086,-0.008998412638902664
122.986,-0.29745548963546753,0.3085205852985382,-0.9034679532051086,-0.008998412638902664
123.293,-0.29745548963546753,0.3085205852985382,-0.9034679532051086,-0.008998412638902664
123.594,-0.29745548963546753,0.3085205852985382,-0.9034679532051086,-0.008998412638902664
123.895,-0.29745548963546753,0.3085205852985382,-0.9034679532051086,-0.008998412638902664
